21.6.2;C5;Rust's lifetime management guarantees this. When not specified, lifetime elision is used. Additionally explicit lifetime annotations are required by the compiler, where automatic elision is not possible. Variables going out of scope will call their destructor equivalent automatically (provided by the \texttt{Drop} trait implementation). A natural adaptation of this rule to Rust should include rules to address explicit \texttt{Drop} implementations by a user (`Rust Reference: Lifetime elision p. 340/432', see example for rule 21.6.4).
21.6.3;C4;Rationale is that specific handling of dynamic memory leads to potential issues with alignment, object lifetimes, and user implementations of \texttt{new} or \texttt{delete} operators, all resulting in undefined behaviour. Rust does not have such specific memory management in non-unsafe code. For dynamic memory allocation in a safe context, only specific types like \texttt{Box} or \texttt{Vec} types exist (`Rust Reference: Memory allocation and lifetime p. 374/432'). See rule 21.6.2 for the \texttt{Drop} trait.
21.6.4;C2;Rust does not allow global overwrite of deallocation logic like in \Cpp. See rule 21.6.2 for the \texttt{Drop} trait.
21.6.5;C4;Full type definition is required in Rust before usage, this includes manual deletion via the \texttt{Drop} trait implementation (see explanation for rule 0.2.1 and rule 21.6.4).
21.10.1;C1;Rule naturally not applicable, as this is specific to the \Cpp stdlib.
21.10.2;C1;Rule naturally not applicable, as this is specific to the \Cpp stdlib. These functions allow bypassing the normal function return mechanism. This rule addresses concerns of safety standards like ISO 26262 (Part 6, Table 6), where ``single-entry single-exit'' principle is encouraged.
21.10.3;C1;Rule naturally not applicable, as this is specific to the \Cpp stdlib. Signal handling is per the rationale defined in ISO 9899.
22.3.1;C5;Rationale is the runtime evaluation of \texttt{assert}, when compile time evaluation with \texttt{static\_assert} would be possible. Rust provides the \texttt{assert!} macro, that evaluates const expressions at compile time, and non-const expressions at runtime. The underlying rationale of this rule is addressed. Due to the duality of the macro, developer expectations of when the \texttt{assert} macro is evaluated might not be clear at a glance (see example).
22.4.1;C2;Rust uses the \texttt{Result} type to handle errors.
23.11.1;C2;Rationale is avoiding creation of raw pointers as an intermediary step. Rust without unsafe code does not allow those raw pointers (`Rust Reference: Raw Pointers p. 289/432').
24.5.1;C1;Rules does naturally not apply.
24.5.2;C1;Rationale is undefined behaviour in cases of memory overlap, potential overlap, is not trivially copyable. With regard to \texttt{memcpy}, refer to rule 8.18.1 for more insight. Rust does not have a direct equivalent to \texttt{memcmp}.
25.5.1;C1;Does naturally not apply to Rust.
25.5.2;C1;Does naturally not apply to Rust.
25.5.3;C1;Does naturally not apply to Rust.
26.3.1;C2;Does naturally not apply to Rust.
28.3.1;C2;Does naturally not apply, as the rationale is implementation-defined copy behaviour of special template parameters.
28.6.1;C4;Rationale is the \texttt{std::move} function not moving content of const objects. This specific rule is not applicable to Rust, as moved values are inaccessible at the original side in Rust (see rule 15.0.2).
28.6.2;C2;Rationale is idiomatic use of perfect forwarding in \Cpp, consistently preserving the value category. There is no clear equivalent in Rust that matches this exact rule. In general the ownership model addresses the underlying problem differently (`Rust Programming Language: Understanding Ownership' p. 75/626).
28.6.3;C2;Potentially moved refers to objects created by calling \texttt{std::move}, \texttt{std::forward}, or an equivalent \texttt{static\_cast}. Similar to rule 28.6.2, Rust's ownership mechanism addresses the underlying issues differently (see rule 28.6.2).
28.6.4;C1;Rationale is preventing the programmer from ignoring an unexpected empty result, when the goal might have been to purge by calling \texttt{std::erase} in conjunction.
30.0.1;C1;Rationale is undefined, unspecified, and implementation-defined behaviour associated with those functions. Rule does naturally not apply.
30.0.2;C1;Rationale is specifics of the C \texttt{FILE *} abstraction.
